Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
Fin w/spade rudder,Masthead Sloop,13.74 m,11.35 m,4.40 m,75.44 m<sup>2</sup>,1.98 m,"11,481 kg","4,674 kg",15.13,40.71,218.62,FG w/balsa cored deck,Lead,1983,,P. Briand,28.27,1.97,2.28,16.31 m,5.24 m,14.42 m,4.54 m,,,42.74 m<sup>2</sup>,32.74 m<sup>2</sup>,15.14,17.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-kiss-45-jeanneau/pdf"">PDF</a>",SUN KISS 45 (JEANNEAU),08955.jpg,,Jeanneau (FRA),,,,Diesel,,178 L,,522 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,13.74 m,11.35 m,4.40 m,75.44 m<sup>2</sup>,1.98 m,"11,481 kg","4,674 kg",15.13,40.71,218.62,FG w/balsa cored deck,Lead,1983,,P. Briand,28.27,1.97,2.28,16.31 m,5.24 m,14.42 m,4.54 m,,,42.74 m<sup>2</sup>,32.74 m<sup>2</sup>,15.14,17.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-kiss-45-jeanneau/pdf"">PDF</a>",SUN KISS 45 (JEANNEAU),08956.jpg,,Jeanneau (FRA),,,,Diesel,,178 L,,522 L,,,,,,,
Fin w/spade rudder,Cutter,14.45 m,11.35 m,4.39 m,75.53 m<sup>2</sup>,2.69 m,"11,500 kg","4,604 kg",15.13,40.03,218.98,FG,,1983,,Philippe Briand,27.87,1.96,2.28,16.30 m,5.25 m,14.40 m,4.55 m,,,42.80 m<sup>2</sup>,32.77 m<sup>2</sup>,15.14,17.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-kiss-47-jeanneau/pdf"">PDF</a>",SUN KISS 47 (JEANNEAU),08957.jpg,,Jeanneau (FRA),,,Yanmar or Perkins,Diesel,55,212 L,,579 L,,,,,,,
Fin w/spade rudder,Cutter,14.45 m,11.35 m,4.39 m,75.53 m<sup>2</sup>,2.69 m,"11,500 kg","4,604 kg",15.13,40.03,218.98,FG,,1983,,Philippe Briand,27.87,1.96,2.28,16.30 m,5.25 m,14.40 m,4.55 m,,,42.80 m<sup>2</sup>,32.77 m<sup>2</sup>,15.14,17.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-kiss-47-jeanneau/pdf"">PDF</a>",SUN KISS 47 (JEANNEAU),08958.jpg,,Jeanneau (FRA),,,Yanmar or Perkins,Diesel,55,212 L,,579 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,12.44 m,9.98 m,3.94 m,67.08 m<sup>2</sup>,1.94 m,"7,300 kg","3,100 kg",18.19,42.46,204.54,FG w/kevlar (Aramat K),Iron or lead,1984,580,Doug Peterson,23.42,2.05,2.79,16.00 m,4.60 m,14.10 m,4.30 m,,,36.79 m<sup>2</sup>,30.32 m<sup>2</sup>,18.20,16.65 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-legende-41-jeanneau/pdf"">PDF</a>",SUN LEGENDE 41 (JEANNEAU),08959.jpg,,Jeanneau,,1994,,Diesel,50,151 L,,360 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,12.44 m,9.98 m,3.94 m,67.08 m<sup>2</sup>,1.94 m,"7,300 kg","3,100 kg",18.19,42.46,204.54,FG w/kevlar (Aramat K),Iron or lead,1984,580,Doug Peterson,23.42,2.05,2.79,16.00 m,4.60 m,14.10 m,4.30 m,,,36.79 m<sup>2</sup>,30.32 m<sup>2</sup>,18.20,16.65 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-legende-41-jeanneau/pdf"">PDF</a>",SUN LEGENDE 41 (JEANNEAU),08960.jpg,,Jeanneau,,1994,,Diesel,50,151 L,,360 L,,,,,,,
Fin w/bulb & spade rudder,Masthead Sloop,9.98 m,8.04 m,3.50 m,60.94 m<sup>2</sup>,1.90 m,"4,700 kg","1,520 kg",22.16,32.34,251.98,FG w/ kevlar ,,1989,284,Daniel Andrieu,21.94,2.11,2.05,12.40 m,3.55 m,10.51 m,4.15 m,,,22.01 m<sup>2</sup>,21.82 m<sup>2</sup>,15.94,12.90 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-liberty-34-jeanneau/pdf"">PDF</a>",SUN LIBERTY 34 (JEANNEAU),08961.jpg,,Jeanneau (FRA),,1992,Yanmar,Diesel,27,98 L,,250 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,9.15 m,7.70 m,3.23 m,40.78 m<sup>2</sup>,1.78 m,"3,100 kg","1,202 kg",19.57,38.78,189.51,FG,,1986,,Daniel Andrieu,17.06,2.24,3.13,12.55 m,3.65 m,11.15 m,3.20 m,,,22.92 m<sup>2</sup>,17.84 m<sup>2</sup>,19.55,13.07 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-light-30-jeanneau/pdf"">PDF</a>",SUN LIGHT 30 (JEANNEAU),08962.jpg,,Jeanneau (FRA),2GM20,,Yanmar,Diesel,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,9.15 m,7.70 m,3.23 m,40.78 m<sup>2</sup>,1.78 m,"3,100 kg","1,202 kg",19.57,38.78,189.51,FG,,1986,,Daniel Andrieu,17.06,2.24,3.13,12.55 m,3.65 m,11.15 m,3.20 m,,,22.92 m<sup>2</sup>,17.84 m<sup>2</sup>,19.55,13.07 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-light-30-jeanneau/pdf"">PDF</a>",SUN LIGHT 30 (JEANNEAU),08963.jpg,,Jeanneau (FRA),2GM20,,Yanmar,Diesel,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,13.34 m,10.59 m,4.24 m,72.37 m<sup>2</sup>,2.12 m,"10,002 kg","3,699 kg",15.91,36.98,234.58,FG ,Iron,1987,,Daniel Andrieu,27.29,1.99,2.21,15.70 m,5.05 m,13.65 m,4.80 m,,,39.65 m<sup>2</sup>,32.77 m<sup>2</sup>,15.92,16.49 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-magic-44-jeanneau/pdf"">PDF</a>",SUN MAGIC 44 (JEANNEAU),08964.jpg,,Jeanneau (FRA),Turbo JH-TE  ,,Yanmar,Diesel,55,220 L,,481 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,13.34 m,10.59 m,4.24 m,72.37 m<sup>2</sup>,2.12 m,"10,002 kg","3,699 kg",15.91,36.98,234.58,FG ,Iron,1987,,Daniel Andrieu,27.29,1.99,2.21,15.70 m,5.05 m,13.65 m,4.80 m,,,39.65 m<sup>2</sup>,32.77 m<sup>2</sup>,15.92,16.49 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-magic-44-jeanneau/pdf"">PDF</a>",SUN MAGIC 44 (JEANNEAU),08965.jpg,,Jeanneau (FRA),Turbo JH-TE  ,,Yanmar,Diesel,55,220 L,,481 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,7.30 m,6.61 m,2.49 m,24.62 m<sup>2</sup>,1.10 m,"1,905 kg",,16.33,,184.26,FG,,1998,,Jacques Fauroux,17.72,2.03,2.82,8.60 m,2.80 m,8.40 m,3.00 m,,,12.04 m<sup>2</sup>,12.60 m<sup>2</sup>,16.35,9.04 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-242-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 24.2 (JEANNEAU),08966.jpg,,Jeanneau,,,,,,26 L,,57 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,7.30 m,6.61 m,2.49 m,24.62 m<sup>2</sup>,1.10 m,"1,905 kg",,16.33,,184.26,FG,,1998,,Jacques Fauroux,17.72,2.03,2.82,8.60 m,2.80 m,8.40 m,3.00 m,,,12.04 m<sup>2</sup>,12.60 m<sup>2</sup>,16.35,9.04 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-242-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 24.2 (JEANNEAU),08967.jpg,,Jeanneau,,,,,,26 L,,57 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,7.47 m,6.76 m,2.95 m,26.94 m<sup>2</sup>,1.68 m,"2,279 kg",,15.86,,205.83,FG,,2003,,Philippe Briand / Jeanneau Design ,16.53,2.26,2.50,8.92 m,2.46 m,9.22 m,3.45 m,,,10.98 m<sup>2</sup>,15.92 m<sup>2</sup>,15.84,9.25 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-26-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 26 (JEANNEAU),08968.jpg,,Jeanneau,,,,Diesel,19,26 L,,110 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,7.47 m,6.76 m,2.95 m,26.94 m<sup>2</sup>,1.68 m,"2,279 kg",,15.86,,205.83,FG,,2003,,Philippe Briand / Jeanneau Design ,16.53,2.26,2.50,8.92 m,2.46 m,9.22 m,3.45 m,,,10.98 m<sup>2</sup>,15.92 m<sup>2</sup>,15.84,9.25 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-26-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 26 (JEANNEAU),08969.jpg,,Jeanneau,,,,Diesel,19,26 L,,110 L,,,,,,,
Fin w/spade rudder,Fractional  Sloop,8.50 m,7.10 m,3.00 m,32.52 m<sup>2</sup>,1.50 m,"2,600 kg",800 kg,17.54,30.77,202.56,FG,,1994,,Tony Castro,17.08,2.20,2.74,10.10 m,2.88 m,10.25 m,3.50 m,,,14.55 m<sup>2</sup>,17.93 m<sup>2</sup>,17.52,10.51 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-281-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 28.1 (JEANNEAU),08970.jpg,,Jeanneau (FRA),,,Yanmar,Diesel,19,26 L,,98 L,,,,,,,
Fin w/spade rudder,Fractional  Sloop,8.50 m,7.10 m,3.00 m,32.52 m<sup>2</sup>,1.50 m,"2,600 kg",800 kg,17.54,30.77,202.56,FG,,1994,,Tony Castro,17.08,2.20,2.74,10.10 m,2.88 m,10.25 m,3.50 m,,,14.55 m<sup>2</sup>,17.93 m<sup>2</sup>,17.52,10.51 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-281-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 28.1 (JEANNEAU),08971.jpg,,Jeanneau (FRA),,,Yanmar,Diesel,19,26 L,,98 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,8.80 m,7.70 m,2.98 m,39.80 m<sup>2</sup>,1.40 m,"2,850 kg","1,010 kg",20.19,35.44,174.03,GRP,,1997,,Jacques Fauroux,17.68,2.12,3.03,10.40 m,3.12 m,10.30 m,3.35 m,,,16.23 m<sup>2</sup>,17.25 m<sup>2</sup>,16.99,10.86 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-292-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 29.2 (JEANNEAU),08972.jpg,,Jeanneau (FRA),2YM20,2008,Yanmar,Diesel,21,45 L,,100 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,8.80 m,7.70 m,2.98 m,39.80 m<sup>2</sup>,1.40 m,"2,850 kg","1,010 kg",20.19,35.44,174.03,GRP,,1997,,Jacques Fauroux,17.68,2.12,3.03,10.40 m,3.12 m,10.30 m,3.35 m,,,16.23 m<sup>2</sup>,17.25 m<sup>2</sup>,16.99,10.86 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-292-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 29.2 (JEANNEAU),08973.jpg,,Jeanneau (FRA),2YM20,2008,Yanmar,Diesel,21,45 L,,100 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,8.99 m,8.26 m,3.18 m,42.92 m<sup>2</sup>,1.75 m,"3,945 kg",946 kg,17.54,23.99,195.08,FG,Iron,2008,,Marc Lombard,21.27,2.03,2.62,11.73 m,3.22 m,10.98 m,3.60 m,,,18.88 m<sup>2</sup>,19.76 m<sup>2</sup>,15.79,12.16 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-30i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 30I (JEANNEAU),08974.jpg,,Jeanneau (FRA),3YM20,,Yanmar,Diesel,,49 L,,159 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,8.99 m,8.26 m,3.18 m,42.92 m<sup>2</sup>,1.75 m,"3,945 kg",946 kg,17.54,23.99,195.08,FG,Iron,2008,,Marc Lombard,21.27,2.03,2.62,11.73 m,3.22 m,10.98 m,3.60 m,,,18.88 m<sup>2</sup>,19.76 m<sup>2</sup>,15.79,12.16 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-30i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 30I (JEANNEAU),08975.jpg,,Jeanneau (FRA),3YM20,,Yanmar,Diesel,,49 L,,159 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,9.30 m,7.70 m,3.23 m,38.55 m<sup>2</sup>,1.75 m,"3,100 kg","1,250 kg",18.50,40.33,189.29,FG,,1991,,Daniel Andrieu,16.96,2.24,3.02,11.00 m,3.25 m,11.20 m,3.70 m,,,17.87 m<sup>2</sup>,20.72 m<sup>2</sup>,18.51,11.47 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-31-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 31 (JEANNEAU),08976.jpg,,Jeanneau (FRA),2GM20,1997,Yanmar,Diesel,,45 L,,91 L,,,,,,,
Fin w/bulb & dual rudders,Fractional  Sloop,9.99 m,9.09 m,3.46 m,45.40 m<sup>2</sup>,1.85 m,"5,100 kg",,15.63,,189.30,FG,Iron,2018,,Jeanneau Design,22.27,2.03,2.44,11.10 m,3.63 m,10.82 m,3.79 m,,,20.17 m<sup>2</sup>,20.48 m<sup>2</sup>,14.00,11.68 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-319-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 319 (JEANNEAU),08977.jpg,,Jeanneau,,,Yanmar,Diesel,21,100 L,,150 L,,,,,,13.56 m,
Fin w/bulb & dual rudders,Fractional  Sloop,9.99 m,9.09 m,3.46 m,45.40 m<sup>2</sup>,1.85 m,"5,100 kg",,15.63,,189.30,FG,Iron,2018,,Jeanneau Design,22.27,2.03,2.44,11.10 m,3.63 m,10.82 m,3.79 m,,,20.17 m<sup>2</sup>,20.48 m<sup>2</sup>,14.00,11.68 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-319-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 319 (JEANNEAU),08978.jpg,,Jeanneau,,,Yanmar,Diesel,21,100 L,,150 L,,,,,,13.56 m,
Fin w/bulb & spade rudder,Fractional  Sloop,9.60 m,8.52 m,3.30 m,52.49 m<sup>2</sup>,1.50 m,"4,400 kg","1,370 kg",19.94,31.13,198.33,FG,,2002,,Phillipe Briand,21.64,2.03,2.74,12.50 m,3.62 m,11.15 m,4.01 m,,,22.63 m<sup>2</sup>,22.34 m<sup>2</sup>,17.09,13.01 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-32-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 32 (JEANNEAU),08979.jpg,,Jeanneau (FRA),,2005,Yanmar,Diesel,14 - 27,70 L,,170 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,9.60 m,8.52 m,3.30 m,52.49 m<sup>2</sup>,1.50 m,"4,400 kg","1,370 kg",19.94,31.13,198.33,FG,,2002,,Phillipe Briand,21.64,2.03,2.74,12.50 m,3.62 m,11.15 m,4.01 m,,,22.63 m<sup>2</sup>,22.34 m<sup>2</sup>,17.09,13.01 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-32-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 32 (JEANNEAU),08980.jpg,,Jeanneau (FRA),,2005,Yanmar,Diesel,14 - 27,70 L,,170 L,,,,,,,
Fin w/bulb & spade rudder,Masthead Sloop,9.50 m,8.22 m,3.00 m,50.82 m<sup>2</sup>,1.45 m,"4,050 kg","1,370 kg",20.40,33.82,203.19,FG,,1998,,Jacques Fauroux,23.25,1.90,2.45,12.00 m,3.42 m,10.30 m,3.35 m,,,20.52 m<sup>2</sup>,17.25 m<sup>2</sup>,15.16,12.48 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-322-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 32.2 (JEANNEAU),08981.jpg,,Jeanneau (FRA),,2002,Volvo,Diesel,18,45 L,1.80 m,140 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,9.60 m,8.52 m,3.30 m,44.97 m<sup>2</sup>,1.98 m,"4,300 kg","1,130 kg",17.35,26.28,193.83,FG,Iron,2005,,Phillipe Briand,21.15,2.05,2.82,12.46 m,3.62 m,11.15 m,4.01 m,,,22.56 m<sup>2</sup>,22.36 m<sup>2</sup>,17.33,12.98 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-32i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 32I (JEANNEAU),08982.jpg,,Jeanneau (FRA),,2008,Yanmar,Diesel,21,68 L,,170 L,,,,,,14.20 m,
Fin w/bulb & spade rudder,Fractional  Sloop,9.60 m,8.52 m,3.30 m,44.97 m<sup>2</sup>,1.98 m,"4,300 kg","1,130 kg",17.35,26.28,193.83,FG,Iron,2005,,Phillipe Briand,21.15,2.05,2.82,12.46 m,3.62 m,11.15 m,4.01 m,,,22.56 m<sup>2</sup>,22.36 m<sup>2</sup>,17.33,12.98 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-32i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 32I (JEANNEAU),08983.jpg,,Jeanneau (FRA),,2008,Yanmar,Diesel,21,68 L,,170 L,,,,,,14.20 m,
Fin w/bulb & spade rudder,Fractional  Sloop,10.30 m,8.04 m,3.50 m,40.04 m<sup>2</sup>,1.97 m,"4,700 kg","1,562 kg",14.56,33.24,251.98,FG,,1992,,Daniel Andrieu,21.70,2.11,1.92,12.52 m,3.50 m,10.70 m,3.40 m,,,21.91 m<sup>2</sup>,18.18 m<sup>2</sup>,14.57,13.00 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-33-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 33 (JEANNEAU),08984.jpg,,Jeanneau (FRA),,1997,,Diesel,18,64 L,,291 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,9.96 m,9.16 m,3.34 m,47.47 m<sup>2</sup>,1.90 m,"4,645 kg","1,500 kg",17.40,32.29,168.47,FG,Iron,2008,,Marc Lombard,21.15,2.02,3.16,12.80 m,3.72 m,12.13 m,3.90 m,,,23.80 m<sup>2</sup>,23.66 m<sup>2</sup>,17.39,13.33 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-33i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 33I (JEANNEAU),08985.jpg,,Jeanneau,3YM20,,Yanmar,Diesel,21,140 L,,159 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,9.96 m,9.16 m,3.34 m,47.47 m<sup>2</sup>,1.90 m,"4,645 kg","1,500 kg",17.40,32.29,168.47,FG,Iron,2008,,Marc Lombard,21.15,2.02,3.16,12.80 m,3.72 m,12.13 m,3.90 m,,,23.80 m<sup>2</sup>,23.66 m<sup>2</sup>,17.39,13.33 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-33i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 33I (JEANNEAU),08986.jpg,,Jeanneau,3YM20,,Yanmar,Diesel,21,140 L,,159 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.30 m,8.04 m,3.50 m,43.85 m<sup>2</sup>,1.91 m,"4,700 kg","1,520 kg",15.94,32.34,251.98,FG,,1991,,Daniel Andrieu,21.70,2.11,2.05,12.40 m,3.55 m,10.50 m,4.15 m,,,22.01 m<sup>2</sup>,21.80 m<sup>2</sup>,15.93,12.90 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-34-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 34 (JEANNEAU),08987.jpg,,Jeanneau (FRA),,1993,Yanmar,Diesel,,98 L,,204 L,,,,,,,
Fin w/bulb & spade rudder,Masthead Sloop,10.29 m,8.99 m,3.28 m,43.94 m<sup>2</sup>,1.70 m,"4,651 kg","1,520 kg",16.09,32.68,178.29,FG,,1998,,Jacques Fauroux,21.78,1.98,2.86,12.70 m,3.35 m,10.80 m,4.20 m,,,21.29 m<sup>2</sup>,22.68 m<sup>2</sup>,16.10,13.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-342-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 34.2 (JEANNEAU),08988.jpg,,Jeanneau,,,Volvo,Diesel,,106 L,,189 L,,,,,,,
Fin w/bulb & spade rudder,Masthead Sloop,10.29 m,8.99 m,3.28 m,43.94 m<sup>2</sup>,1.70 m,"4,651 kg","1,520 kg",16.09,32.68,178.29,FG,,1998,,Jacques Fauroux,21.78,1.98,2.86,12.70 m,3.35 m,10.80 m,4.20 m,,,21.29 m<sup>2</sup>,22.68 m<sup>2</sup>,16.10,13.13 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-342-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 34.2 (JEANNEAU),08989.jpg,,Jeanneau,,,Volvo,Diesel,,106 L,,189 L,,,,,,,
Fin w/bulb & dual rudders,Fractional  Sloop,10.34 m,9.40 m,3.44 m,55.28 m<sup>2</sup>,1.98 m,"5,350 kg","1,580 kg",18.44,29.53,179.52,FG,,2014,,M. Lombard,22.74,1.99,2.95,13.28 m,3.77 m,12.40 m,4.15 m,,,25.04 m<sup>2</sup>,25.74 m<sup>2</sup>,16.93,13.80 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-349-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 349 (JEANNEAU),08990.jpg,1.49 m,Jeanneau,3YM20,,Yanmar,Diesel,21,129 L,,204 L,,,,,,15.42 m,
Fin w/bulb & dual rudders,Fractional  Sloop,10.34 m,9.40 m,3.44 m,55.28 m<sup>2</sup>,1.98 m,"5,350 kg","1,580 kg",18.44,29.53,179.52,FG,,2014,,M. Lombard,22.74,1.99,2.95,13.28 m,3.77 m,12.40 m,4.15 m,,,25.04 m<sup>2</sup>,25.74 m<sup>2</sup>,16.93,13.80 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-349-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 349 (JEANNEAU),08991.jpg,1.49 m,Jeanneau,3YM20,,Yanmar,Diesel,21,129 L,,204 L,,,,,,15.42 m,
Lifting Keel,Fractional  Sloop,10.67 m,9.73 m,3.48 m,54.35 m<sup>2</sup>,2.18 m,"5,200 kg","1,490 kg",18.47,28.65,157.36,FG,,2003,,Marc Lombard,21.05,2.03,3.47,14.55 m,4.09 m,12.83 m,3.83 m,,,29.77 m<sup>2</sup>,24.59 m<sup>2</sup>,18.48,15.12 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-35-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 35 (JEANNEAU),08992.jpg,0.90 m,Jeanneau (FRA),MD2030,,Volvo,Diesel,,132 L,,307 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,11.00 m,9.19 m,3.81 m,53.42 m<sup>2</sup>,2.03 m,"5,700 kg","1,900 kg",17.08,33.34,204.48,FG,,1990,,J&J Design/D. Andrieu,21.04,2.15,2.66,13.74 m,3.75 m,12.01 m,4.60 m,,,25.76 m<sup>2</sup>,27.62 m<sup>2</sup>,17.07,14.24 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-36-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 36 (JEANNEAU),08993.jpg,,Jeanneau (FRA),3GM,1992,Yanmar,Diesel,30,151 L,,303 L,,,,,,,
Fin w/spade rudder,Masthead Sloop,11.00 m,9.30 m,3.73 m,38.09 m<sup>2</sup>,1.88 m,"5,600 kg","1,550 kg",12.32,27.68,194.24,FG,,1998,,Jacques Fauroux,21.08,2.12,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-362-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 36.2 (JEANNEAU),08994.jpg,,Jeanneau,,,Volvo,Diesel,27,,,,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.94 m,9.84 m,3.59 m,63.64 m<sup>2</sup>,1.94 m,"5,700 kg","1,571 kg",20.35,27.56,166.78,FG,,2009,,Marc Lombard,21.80,2.03,3.13,13.75 m,4.02 m,13.18 m,3.87 m,,,27.64 m<sup>2</sup>,25.51 m<sup>2</sup>,16.99,14.33 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-36i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 36I (JEANNEAU),08995.jpg,,Jeanneau (FRA),3YM30,,Yanmar,Diesel,,129 L,,356 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.94 m,9.84 m,3.59 m,63.64 m<sup>2</sup>,1.94 m,"5,700 kg","1,571 kg",20.35,27.56,166.78,FG,,2009,,Marc Lombard,21.80,2.03,3.13,13.75 m,4.02 m,13.18 m,3.87 m,,,27.64 m<sup>2</sup>,25.51 m<sup>2</sup>,16.99,14.33 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-36i-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 36I (JEANNEAU),08996.jpg,,Jeanneau (FRA),3YM30,,Yanmar,Diesel,,129 L,,356 L,,,,,,,
Fin w/bulb & spade rudder,Masthead Sloop,11.41 m,9.68 m,3.68 m,51.28 m<sup>2</sup>,1.93 m,"6,430 kg","2,020 kg",15.13,31.41,197.72,FG,,1998,,Jacques Fauroux,23.71,2.00,2.50,13.65 m,3.82 m,11.90 m,4.24 m,,,26.06 m<sup>2</sup>,25.23 m<sup>2</sup>,15.14,14.17 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-37-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 37 (JEANNEAU),08997.jpg,,Jeanneau (FRA),,,Volvo,Diesel,29,114 L,,265 L,,,,,,15.70 m,
Fin w/bulb & spade rudder,Masthead Sloop,11.41 m,9.68 m,3.68 m,51.28 m<sup>2</sup>,1.93 m,"6,430 kg","2,020 kg",15.13,31.41,197.72,FG,,1998,,Jacques Fauroux,23.71,2.00,2.50,13.65 m,3.82 m,11.90 m,4.24 m,,,26.06 m<sup>2</sup>,25.23 m<sup>2</sup>,15.14,14.17 m,"<a class="""" href=""https://sailboatdata.com/sailboat/sun-odyssey-37-jeanneau/pdf"">PDF</a>",SUN ODYSSEY 37 (JEANNEAU),08998.jpg,,Jeanneau (FRA),,,Volvo,Diesel,29,114 L,,265 L,,,,,,15.70 m,
